# IATA	 FR Name / Nom FR	 EN name / Nom EN	 Province	 AUTO/MAN	Latitude	Longitude	 Elevation (m)	 # ICAO	# WMO	# Climate / Climat	DST Time Zone / Fuseau horaire été	 STD Time Zone / Fuseau horaire heure normale
PSR	St. Albert	St. Albert	AB	Auto	53.691944	-113.619722	687	CPSR		3025750	MDT	MST
PSL	St. Lina	St. Lina	AB	Auto	54.282223	-111.453057	619	CPSL	71548	3015673	MDT	MST
XSP	St. Paul	St. Paul	AB	Auto	54.011111	-111.271944	649	CXSP	71275	3015676	MDT	MST
PSD	Standard	Standard	AB	Auto	51.228335	-112.981946	901	CPSD	71440	3036086	MDT	MST
WXN	Stavely AAC	Stavely AAFC	AB	Auto	50.183333	-113.883333	1363.6	CWXN	71555	3036099	MDT	MST
XAK	Stettler	Stettler	AB	Auto	52.346944	-112.595556	795	CXAK	71289	3016124	MDT	MST
XPS	Stony Plain	Stony Plain	AB	Auto	53.547244	-114.108353	766.3	CXPS	71127	301A001	MDT	MST
WSE	Stony Plain Climat	Stony Plain Climate	AB	Manned	53.547502	-114.108358	766.3	CWSE	71119	301222F	MDT	MST
PST	Strathmore	Strathmore	AB	Auto	51.033333	-113.283333	967	CPST	71526	3036205	MDT	MST
WAV	Aéroport de Sundre	Sundre Airport	AB	Auto	51.778056	-114.6825	1114.4	CWAV	71248	3026KNQ	MDT	MST
PTA	Tawatinaw	Tawatinaw	AB	Auto	54.299725	-113.520278	611	CPTA	71549	3066367	MDT	MST
PTC	Teepee Creek	Teepee Creek	AB	Auto	55.352224	-118.407501	670	CPTC	71690	3076366	MDT	MST
PTH	Thorsby	Thorsby	AB	Auto	53.217224	-113.894724	754	CPTH	71504	3016441	MDT	MST
WHI	Three Hills	Three Hills	AB	Auto	51.767523	-113.205582	857	CWHI	71249	3026479	MDT	MST
PTE	Tide Lake	Tide Lake	AB	Auto	50.45557	-111.3214	766	CPTE		3036485	MDT	MST
NTK	Tomahawk	Tomahawk	AB	Auto	53.439444	-114.718333	814	CNTK	71566	3016505	MDT	MST
NTL	Tompkins Landing	Tompkins Landing	AB	Auto	58.020578	-116.847797	343	CNTL		3076530	MDT	MST
PTR	Travers	Travers	AB	Auto	50.303613	-112.862502	955	CPTR	71848	3036500	MDT	MST
PTU	Tulliby Lake	Tulliby Lake	AB	Auto	53.664169	-110.080835	596	CPTU	71857	3016593	MDT	MST
XTH	Two Hills	Two Hills	AB	Auto	53.625278	-111.678333	678	CXTH	71276	3016655	MDT	MST
XVW	Valleyview	Valleyview	AB	Auto	55.098056	-117.199167	698	CXVW	71277	3076680	MDT	MST
WVO	Vauxhall AAC	Vauxhall AAFC	AB	Auto	50.05	-112.133333	779	CWVO	71251	3036682	MDT	MST
WVI	Vegreville	Vegreville	AB	Auto	53.505279	-112.097779	639.3	CWVI	71458	3016GF0	MDT	MST
XVM	Vermilion	Vermilion	AB	Auto	53.343806	-110.881861	623	CXVM	71278	3016802	MDT	MST
PVA	Viking	Viking	AB	Auto	53.182222	-111.731667	711	CPVA	71888	3016841	MDT	MST
ZVL	Villeneuve	Villeneuve	AB	Auto	53.668333	-113.855556	687.6	CZVL	71664	3012229	MDT	MST
PVI	Vilna	Vilna	AB	Auto	54.13	-111.92139	645	CPVI	71761	3016852	MDT	MST
XVG	Violet Grove	Violet Grove	AB	Auto	53.143614	-115.126389	914	CXVG	71062	3016860	MDT	MST
PZW	Warner	Warner	AB	Auto	49.282792	-112.160296	1004	CPZW		3046951	MDT	MST
WGM	Porte du parc de Waterton	Waterton Park Gate	AB	Auto	49.131133	-113.808614	1289	CWGM	71154	3056214	MDT	MST
PWT	Wetaskiwin	Wetaskiwin	AB	Auto	52.98028	-113.444168	774	CPWT	71895	3017282	MDT	MST
XZU	Whitecourt	Whitecourt	AB	Auto	54.139724	-115.783889	784.7	CXZU	71256	3067371	MDT	MST
YZU	Aéroport de Whitecourt	Whitecourt Airport	AB	Manned	54.143889	-115.786667	782.4	CYZU	71930	3067373	MDT	MST
WWO	Willow Creek (Jasper National Park)	Willow Creek (Jasper National Park)	AB	Auto	53.385556	-118.3475	1370	CWWO	71252	306GE70	MDT	MST
PWB	Wimborne	Wimborne	AB	Auto	51.935836	-113.590834	940	CPWB	71904	3027582	MDT	MST
XWM	Wrentham	Wrentham	AB	Auto	49.5	-112.116667	943.94	CXWM	71343	3037675	MDT	MST
VMO	Richmond Operations Center	Richmond Operations Center	BC	Auto	49.181946	-123.078064	16	CVMO	71112	1105210	PDT	PST
VXC	Cranbrook Airport Auto	Cranbrook Airport Auto	BC	Auto	49.617619	-115.789049	926.687	CVXC	71660	1152106	PDT	PST
VPX	Prince George Massey Auto	Prince George Massey Auto	BC	Auto	53.899725	-122.790834	601	CVPX		1096454	PDT	PST
YXX	Aéroport d'Abbotsford	Abbotsford Airport	BC	Manned	49.025278	-122.36	59.1	CYXX	71108	1100031	PDT	PST
WZA	Agassiz	Agassiz	BC	Auto	49.243056	-121.760278	19.3	CWZA	71113	1100119	PDT	PST
YPR	Prince Rupert Airport	Aéroport de Prince Rupert	BC	Auto	54.286111	-130.444722	35.4	CYPR	71022	1066482	PDT	PST
VAS	Ashcroft	Ashcroft	BC	Auto	50.708335	-121.281389	327	CVAS	71681	1160515	PDT	PST
BBC	Aéroport de Bella Bella	Bella Bella Airport	BC	Auto	52.185	-128.156667	43	CBBC	71582	1060815	PDT	PST
YBD	Aéroport de Bella Coola	Bella Coola Airport	BC	Manned	52.3875	-126.595833	35.7	CYBD		1060845	PDT	PST
VOI	Blackcomb base - sports de glisse	Blackcomb Base - Sliding	BC	Auto	50.102472	-122.936361	937	CVOI	71756	1100881	PDT	PST
WSV	Blue River	Blue River	BC	Auto	52.129028	-119.289528	682.8	CWSV	71883	1160H99	PDT	PST
YCP	Aéroport de Blue River	Blue River Airport	BC	Manned	52.129028	-119.289528	690.4	CYCP	71883	1160899	PDT	PST
WWL	Bonilla Island	Bonilla Island	BC	Auto	53.49285	-130.639	12.52	CWWL	71484	1060R0K	PDT	PST
VBB	Burns Bog	Burns Bog	BC	Auto	49.125848	-123.002246	3.11	CVBB	71042	1102415	PDT	PST
WPZ	Aéroport de Burns Lake	Burns Lake Airport	BC	Auto	54.383167	-125.958667	713.2	CWPZ	71952	1091174	PDT	PST
VOD	Callaghan Valley	Callaghan Valley	BC	Auto	50.143905	-123.110558	884	CVOD	71688	1101300	PDT	PST
YBL	Aéroport de Campbell River	Campbell River Airport	BC	Manned	49.951944	-125.273056	108.8	CYBL		1021267	PDT	PST
WZV	Cape St.James	Cape St.James	BC	Auto	51.935833	-131.015833	87.8	CWZV	71107	1051351	PDT	PST
YCG	Aéroport de Castlegar	Castlegar Airport	BC	Manned	49.296111	-117.6325	495.6	CYCG		1141456	PDT	PST
WME	Cathedral Point	Cathedral Point	BC	Auto	52.187453	-127.471161	25.7	CWME	71482	1061458	PDT	PST
YCQ	Aéroport de Chetwynd	Chetwynd Airport	BC	Manned	55.687222	-121.626667	609.3	CYCQ		1181507	MST	MST
YIN	Clinton	Clinton	BC	Auto	51.266389	-121.684722	1126.2	CYIN	71717	1161662	PDT	PST
WCL	Clinton Climat	Clinton Climate	BC	Auto	51.144722	-121.504722	1056.7	CWCL	71474	1161661	PDT	PST
YQQ	Aéroport de Comox	Comox Airport	BC	Manned	49.716667	-124.9	25.6	CYQQ	71893	1021830	PDT	PST
YXC	Aéroport de Cranbrook	Cranbrook Airport	BC	Manned	49.612222	-115.781944	940	CYXC	71880	1152105	MDT	MST
WJR	Creston	Creston	BC	Auto	49.081689	-116.50068	640.7	CWJR	71770	114B1F0	MST	MST
VCL	Cultus Lake	Cultus Lake	BC	Auto	49.078889	-121.978611	45.7	CVCL		1102221	PDT	PST
WZL	Cumshewa Island	Cumshewa Island	BC	Auto	53.03041	-131.601555	12.565	CWZL	71771	1062251	PDT	PST
YDQ	Aéroport de Dawson Creek	Dawson Creek Airport	BC	Auto	55.742222	-120.183056	654.7	CYDQ	71471	1182289	MST	MST
YDL	Aéroport de Dease Lake	Dease Lake Airport	BC	Auto	58.422222	-130.031389	802.8	CYDL	71686	1192341	PDT	PST
WKX	Dease Lake Climat	Dease Lake Climate	BC	Auto	58.425842	-130.025564	801.9	CWKX	71222	119BLM0	PDT	PST
WDR	Discovery Island	Discovery Island	BC	Auto	48.424608	-123.2257	18.925	CWDR	71031	1012475	PDT	PST
WEL	Entrance Island	Entrance Island	BC	Auto	49.208665	-123.810556	7.6	CWEL	71772	1022689	PDT	PST
WPF	Port d'Esquimalt	Esquimalt Harbour	BC	Auto	48.431972	-123.439333	3	CWPF	71798	1012710	PDT	PST
WEB	Estevan Point	Estevan Point	BC	Auto	49.383309	-126.543109	5.8	CWEB	71894	1032731	PDT	PST
XFA	Fanny Island	Fanny Island	BC	Auto	50.453517	-125.992896	3.2	CXFA	71568	1022795	PDT	PST
YYE	Aéroport de Fort Nelson	Fort Nelson Airport	BC	Manned	58.836389	-122.596944	381.9	CYYE	71945	1192946	PDT	PST
VFS	Fort St. James	Fort St. James	BC	Auto	54.455294	-124.285557	688	CVFS	71933	1092975	MST	MST
YXJ	Aéroport de Fort St. John	Fort St. John Airport	BC	Manned	56.238333	-120.740278	694.9	CYXJ	71943	1183001	MST	MST
YGE	Aéroport de Golden	Golden Airport	BC	Manned	51.298333	-116.981667	784.9	CYGE	71173	1173210	MDT	MST
WEK	Grey Islet	Grey Islet	BC	Auto	54.58032	-130.6978	9.5	CWEK	71476	1063303	PDT	PST
WKA	Grief Point	Grief Point	BC	Auto	49.804611	-124.525222	10	CWKA		1043304	PDT	PST
WLP	Herbert Island	Herbert Island	BC	Auto	50.939761	-127.63205	14.2	CWLP	71485	1063461	PDT	PST
WHL	Holland Rock	Holland Rock	BC	Auto	54.172234	-130.36085	8.5	CWHL	71219	1063496	PDT	PST
VPE	Hope	Hope	BC	Auto	49.369833	-121.493472	39	CVPE	71114	1113543	PDT	PST
YHE	Aéroport de Hope	Hope Airport	BC	Auto	49.368333	-121.498056	39	CYHE	71187	1113542	PDT	PST
WKV	Hope Slide	Hope Slide	BC	Manned	49.275	-121.236389	687.8	CWKV		1113582	PDT	PST
WAS	Howe Sound - Pam Rocks	Howe Sound - Pam Rocks	BC	Auto	49.48778	-123.299453	7.143	CWAS	71211	10459NN	PDT	PST
ZKA	Kamloops	Kamloops	BC	Auto	50.702222	-120.441944	345	CZKA	71741	1163842	PDT	PST
YKA	Aéroport de Kamloops	Kamloops Airport	BC	Manned	50.7025	-120.448611	345.3	CYKA	71887	1163781	PDT	PST
VKU	Kelowna	Kelowna	BC	Auto	49.940575	-119.400021	456	CVKU	71644	1123996	PDT	PST
YLW	Aéroport de Kelowna	Kelowna Airport	BC	Auto	49.957222	-119.377778	433.1	CYLW	71203	1123939	PDT	PST
WZO	Kelp Reefs	Kelp Reefs	BC	Auto	48.547694	-123.237033	0	CWZO		1013998	PDT	PST
WQS	Kindakun Rocks	Kindakun Rocks	BC	Auto	53.31558	-132.772	14.7	CWQS	71472	1054222	PDT	PST
WJU	Langara Island	Langara Island	BC	Auto	54.255388	-133.058488	46.9	CWJU	71903	1054503	PDT	PST
WKF	Lillooet	Lillooet	BC	Auto	50.683728	-121.934151	239.5	CWKF	71999	1114619	PDT	PST
WLC	Phare de Lucy Islands	Lucy Islands Lightstation	BC	Auto	54.29592	-130.609	22.6	CWLC	71220	1064728	PDT	PST
WLY	Lytton	Lytton	BC	Auto	50.224444	-121.581944	224.9	CWLY	71812	1114738	PDT	PST
VLY	Lytton Climat	Lytton Climate	BC	Auto	50.224444	-121.581944	225	CVLY	71765	1114746	PDT	PST
VMK	Mackenzie	Mackenzie	BC	Auto	55.305278	-123.138056	690.1	CVMK	71944	1184790	PDT	PST
VZY	Mackenzie	Mackenzie	BC	Auto	55.305289	-123.137802	694	CVZY	71944	1184793	PDT	PST
YZY	Aéroport de Mackenzie	Mackenzie Airport	BC	Auto	55.299444	-123.133333	690.1	CYZY	71290	1184791	PDT	PST
WKH	Malahat	Malahat	BC	Auto	48.574917	-123.529917	365.8	CWKH	71774	1014820	PDT	PST
ZMT	Aéroport municipale de Masset	Masset Municipal Airport	BC	Manned	54.022611	-132.117472	5.8	CZMT		1054920	PDT	PST
VME	Merritt	Merritt	BC	Auto	50.112502	-120.778056	591	CVME	71557	1125073	PDT	PST
WWQ	Muncho Lake	Muncho Lake	BC	Manned	58.93	-125.766667	836.5	CWWQ		1195251	PDT	PST
WNP	Nakusp	Nakusp	BC	Auto	50.266389	-117.812778	512.1	CWNP	71216	1145297	PDT	PST
YCD	Aéroport de Nanaimo	Nanaimo Airport	BC	Manned	49.054444	-123.87	28	CYCD		1025369	PDT	PST
VNB	Nanoose Bay	Nanoose Bay	BC	Auto	49.266119	-124.151408	5	CVNB		1025376	PDT	PST
WNM	Nelson	Nelson	BC	Auto	49.491389	-117.305278	534.9	CWNM	71776	1145M29	PDT	PST
VOO	North Cowichan	North Cowichan	BC	Auto	48.824169	-123.718891	44.8	CVOO	71927	1015630	PDT	PST
VSL	Ootsa Lake déversoir de Skins Lake	Ootsa Lake Skins Lake Spillway	BC	Auto	53.771889	-125.996719	861	CVSL	71679	1085836	PDT	PST
WYY	Osoyoos	Osoyoos	BC	Auto	49.028333	-119.441111	282.9	CWYY	71215	1125852	PDT	PST
WGP	Aéroport de Pemberton	Pemberton Airport	BC	Auto	50.305646	-122.734089	204.31	CWGP	71777	1086082	PDT	PST
WPN	Aéroport de Pemberton (vent)	Pemberton Airport (wind)	BC	Auto	50.302222	-122.738056	203	CWPN		1086081	PDT	PST
YYF	Aéroport de Penticton	Penticton Airport	BC	Manned	49.4625	-119.602222	344.4	CYYF	71889	1126146	PDT	PST
WMM	Pitt Meadows	Pitt Meadows	BC	Auto	49.208323	-122.690021	5	CWMM	71775	1106178	PDT	PST
WSB	Point Atkinson	Point Atkinson	BC	Auto	49.330361	-123.264722	14	CWSB	71037	1106200	PDT	PST
WQC	Port Alberni	Port Alberni	BC	Auto	49.316583	-124.926833	76.2	CWQC	71475	1036B06	PDT	PST
YZT	Aéroport de Port Hardy	Port Hardy Airport	BC	Manned	50.680556	-127.366667	21.6	CYZT	71109	1026271	PDT	PST
VOM	Port Mellon	Port Mellon	BC	Auto	49.526278	-123.496247	122.6	CVOM	71605	1046332	PDT	PST
VOP	Powell River	Powell River	BC	Auto	49.834556	-124.496806	125	CVOP	71720	1046392	PDT	PST
YPW	Aéroport de Powell River	Powell River Airport	BC	Auto	49.834167	-124.500278	129.5	CYPW		1046396	PDT	PST
YPW	Aéroport de Powell River	Powell River Airport	BC	Manned	49.834167	-124.500278	129.5	CYPW		1046395	PDT	PST
VXS	Prince George	Prince George	BC	Auto	53.888889	-122.671945	680	CVXS	71302	1096453	PDT	PST
YXS	Aéroport de Prince George	Prince George Airport	BC	Auto	53.884167	-122.6775	691	CYXS	71896	1096439	PDT	PST
WPR	Princeton	Princeton	BC	Auto	49.465	-120.51	696.5	CWPR	71032	112FN0M	PDT	PST
YDC	Aéroport de Princeton	Princeton Airport	BC	Manned	49.467778	-120.5125	701.6	CYDC		1126511	PDT	PST
WPU	Puntzi Mountain	Puntzi Mountain	BC	Auto	52.114444	-124.135556	909.8	CWPU	71050	1086558	PDT	PST
VOQ	Aéroport de Qualicum Beach	Qualicum Beach Airport	BC	Auto	49.337222	-124.393889	58.2	CVOQ	71766	1026562	PDT	PST
VQZ	Quesnel	Quesnel	BC	Auto	53.026669	-122.506391	545.3	CVQZ	71779	1096631	PDT	PST
YQZ	Aéroport de Quesnel	Quesnel Airport	BC	Auto	53.026111	-122.510278	545	CYQZ	71192	1096629	PDT	PST
WQK	Phare de Race Rocks	Race Rocks Lightstation	BC	Auto	48.297984	-123.531441	7.4	CWQK	71778	1016640	PDT	PST
VRA	Revelstoke	Revelstoke	BC	Auto	50.958222	-118.176278	444.7	CVRA	71882	1176755	PDT	PST
YRV	Aéroport de Revelstoke	Revelstoke Airport	BC	Auto	50.966667	-118.183333	444.7	CYRV	71685	1176745	PDT	PST
WRO	Rose Spit	Rose Spit	BC	Auto	54.15914	-131.661326	6.6	CWRO	71477	1056869	PDT	PST
WSL	Salmon Arm	Salmon Arm	BC	Auto	50.703	-119.290678	350.5	CWSL	71218	116FRMN	PDT	PST
WVF	Phare de Sand Heads	Sand Heads Lightstation	BC	Auto	49.105896	-123.303367	11	CWVF	71209	1107010	PDT	PST
VZP	Sandspit	Sandspit	BC	Auto	53.250278	-131.813333	6.4	CVZP	71101	1057051	PDT	PST
YZP	Aéroport de Sandspit	Sandspit Airport	BC	Auto	53.254167	-131.813889	6.4	CYZP	71111	1057052	PDT	PST
WFG	Sartine Island	Sartine Island	BC	Auto	50.821111	-128.908056	111.5	CWFG	71478	1037090	PDT	PST
VTS	Saturna Capmon	Saturna Capmon	BC	Auto	48.775022	-123.128078	178	CVTS	71914	1017099	PDT	PST
WEZ	Saturna Island	Saturna Island	BC	Auto	48.783907	-123.044745	24.4	CWEZ	71473	1017101	PDT	PST
VOU	Sechelt	Sechelt	BC	Auto	49.457997	-123.715262	86.2	CVOU	71638	1047172	PDT	PST
WSP	Sheringham Point	Sheringham Point	BC	Auto	48.376694	-123.921028	6.9	CWSP	71780	1017254	PDT	PST
WKS	Sikanni Chief	Sikanni Chief	BC	Manned	57.250278	-122.718056	937	CWKS		1187336	PDT	PST
WGT	Sisters Islets	Sisters Islets	BC	Auto	49.486611	-124.434944	20	CWGT	71781	1027403	PDT	PST
VYD	Smithers	Smithers	BC	Auto	54.824167	-127.189444	517.6	CVYD	71268	1077501	PDT	PST
YYD	Aéroport de Smithers	Smithers Airport	BC	Manned	54.825278	-127.182778	523	CYYD		1077498	PDT	PST
YYD	Aéroport de Smithers	Smithers Airport	BC	Auto	54.825278	-127.182778	523	CYYD	71950	1077499	PDT	PST
WRU	Solander Island	Solander Island	BC	Auto	50.11151	-127.94	90.8	CWRU	71479	1037553	PDT	PST
WGW	Sparwood	Sparwood	BC	Auto	49.745	-114.8839	1136.7	CWGW	71782	1157631	MDT	MST
WSW	Aéroport de Sparwood	Sparwood Airport	BC	Manned	49.745278	-114.882778	1137.7	CWSW		1157630	MDT	MST
WSK	Aéroport de Squamish	Squamish Airport	BC	Auto	49.783057	-123.160835	53.7	CWSK	71207	10476F0	PDT	PST
ZST	Aéroport de Stewart	Stewart Airport	BC	Manned	55.936111	-129.985	7.3	CZST	71955	1067742	PDT	PST
WUS	Summerland	Summerland	BC	Auto	49.562556	-119.648694	454.2	CWUS	71768	112G8L1	PDT	PST
XTL	Tatlayoko Lake	Tatlayoko Lake	BC	Auto	51.674556	-124.403139	875	CXTL	71028	1088015	PDT	PST
YXT	Aéroport de Terrace	Terrace Airport	BC	Manned	54.468611	-128.578333	217.3	CYXT	71951	1068134	PDT	PST
WTH	Tetsa River	Tetsa River	BC	Manned	58.653056	-124.235833	810	CWTH		1195800	PDT	PST
YAZ	Aéroport de Tofino	Tofino Airport	BC	Manned	49.082222	-125.7725	24.4	CYAZ		1038204	PDT	PST
VTF	Terminus du service de traversier de Tsawwassen	Tsawwassen Ferry Terminal	BC	Auto	49.003911	-123.133344	7.3	CVTF		1108291	PDT	PST
WYJ	Université de Victoria	University of Victoria	BC	Auto	48.457	-123.304611	60.1	CWYJ	71783	1018598	PDT	PST
VVR	Vancouver	Vancouver	BC	Auto	49.1825	-123.187236	2.11	CVVR	71608	1108380	PDT	PST
WHC	Vancouver Harbour	Vancouver Harbour	BC	Auto	49.295353	-123.121869	2.5	CWHC	71201	1108446	PDT	PST
YVR	Aéroport int. de Vancouver	Vancouver Int'l Airport	BC	Manned	49.194722	-123.183889	4.3	CYVR	71892	1108395	PDT	PST
WJV	Vernon	Vernon	BC	Auto	50.223306	-119.193528	482	CWJV	71115	1128582	PDT	PST
WLM	Victoria Gonzales	Victoria Gonzales	BC	Auto	48.413304	-123.324776	61.039	CWLM	71200	1018611	PDT	PST
YWH	Port de Victoria	Victoria Harbour	BC	Manned	48.422778	-123.3875	0	CYWH		1018615	PDT	PST
YYJ	Aéroport int. de Victoria	Victoria Int'l Airport	BC	Manned	48.647222	-123.425833	19.5	CYYJ	71799	1018621	PDT	PST
XWF	Warfield	Warfield	BC	Auto	49.111944	-117.738889	566.9	CXWF	71401	1148705	PDT	PST
WWA	West Vancouver	West Vancouver	BC	Auto	49.347042	-123.193308	170.21	CWWA	71784	1108824	PDT	PST
WAE	Whistler	Whistler	BC	Manned	50.128889	-122.954722	657.8	CWAE		1048899	PDT	PST
VOC	Whistler - Nesters	Whistler - Nesters	BC	Auto	50.128944	-122.954611	659	CVOC	71687	1100875	PDT	PST
WWK	White Rock	White Rock	BC	Auto	49.018056	-122.783889	13	CWWK	71785	1108910	PDT	PST
YWL	Aéroport de Williams Lake	Williams Lake Airport	BC	Manned	52.183333	-122.054444	939.7	CYWL	71104	1098941	PDT	PST
WYL	Parc national de Yoho	Yoho National Park	BC	Auto	51.442889	-116.344556	1602	CWYL	71786	11790J1	MDT	MST
WCF	Berens River	Berens River	MB	Auto	52.359737	-97.021953	221.9	CWCF	71158	5030203	CDT	CST
YBV	Aéroport de Berens River	Berens River Airport	MB	Manned	52.358889	-97.018333	222.19	CYBV		5030202	CDT	CST
PBO	Brandon	Brandon	MB	Auto	49.9	-99.95	409.4	CPBO	71136	5010490	CDT	CST
YBR	Aéroport de Brandon	Brandon Airport	MB	Manned	49.91	-99.952222	409.3	CYBR	71140	5010481	CDT	CST
WZE	Carberry	Carberry	MB	Auto	49.905806	-99.357444	383.5	CWZE	71170	5010547	CDT	CST
WNK	Carman	Carman	MB	Auto	49.498111	-98.02975	268.2	CWNK	71147	502I001	CDT	CST
PYQ	Churchill	Churchill	MB	Auto	58.733333	-94.066667	28.5	CPYQ	71696	5060608	CDT	CST
YYQ	Aéroport de Churchill	Churchill Airport	MB	Manned	58.739167	-94.066389	29.3	CYYQ	71618	5060605	CDT	CST
YYQ	Aéroport de Churchill	Churchill Airport	MB	Auto	58.739167	-94.066389	29.3	CYYQ	71618	5060595	CDT	CST
POY	Cypress River	Cypress River	MB	Auto	49.562222	-99.073889	374	CPOY	71239	5010641	CDT	CST
YDN	Aéroport de Dauphin	Dauphin Airport	MB	Auto	51.100833	-100.0525	304.5	CYDN	71036	5040689	CDT	CST
WZT	Dauphin Climat	Dauphin Climate	MB	Auto	51.100389	-100.056889	304.5	CWZT	71550	5040681	CDT	CST
XDW	Deerwood	Deerwood	MB	Auto	49.399833	-98.31925	341.4	CXDW	71840	5020725	CDT	CST
WEX	Emerson	Emerson	MB	Auto	49	-97.2375	242	CWEX	71560	5020881	CDT	CST
WSZ	Fisher Branch	Fisher Branch	MB	Auto	51.083361	-97.5545	253	CWSZ	71442	50309J6	CDT	CST
WFO	Flin Flon	Flin Flon	MB	Auto	54.683333	-101.683333	303.9	CWFO	71954	5050919	CDT	CST
